Name,Location,Year,Kilometers,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_nrs
Maruti Alto 800 LXI,Nepaljung,2014,58500,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,12.375
Hyundai i20 Asta Option 1.2,Ratnanagar,2017,58620,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,32.13
Toyota Etios Liva G,Bharatpur,2012,29605,Petrol,Manual,First,18.3 kmpl,1197 CC,null bhp,5,10.98
Hyundai i20 1.2 Sportz,Birjung,2012,71172,Petrol,Manual,Third,17.0 kmpl,1197 CC,80 bhp,5,15.75
Hyundai i20 1.4 Asta,Pokhara,2017,12000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,32.85
Maruti Wagon R LXI Optional,Butwal,2014,25000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,12.375
Hyundai i20 1.4 Asta Option,Biratnagar,2017,43000,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,36.9
Volkswagen Polo GT TSI,Bharatpur,2015,57022,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,5,29.295
Ford Figo Diesel Titanium,Hetauda,2015,92000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,19.125
Maruti Swift ZXI,Janakpur,2014,33372,Petrol,Manual,Second,18.6 kmpl,1197 CC,85.8 bhp,5,27.945
Hyundai Grand i10 CRDi Magna,Ratnanagar,2016,52625,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,20.61
Mahindra Xylo H4,Pokhara,2016,215000,Diesel,Manual,First,14.02 kmpl,2179 CC,118.3 bhp,7,33.75
Maruti Alto Green LXi (CNG),Kathmandu,2012,65537,CNG,Manual,First,26.83 km/kg,796 CC,38.4 bhp,5,9.45
Hyundai i10 Magna 1.1,Janakpur,2014,60138,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,18.405
Skoda Octavia Elegance 2.0 TDI AT,Bharatpur,2014,84000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,48.375
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Bharatpur,2014,47000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,186.75
Maruti Celerio VXI AT,Nepaljung,2014,33450,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,19.8
Volkswagen Vento Diesel Comfortline,Birjung,2013,125000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,28.125
BMW 3 Series 320d Highline,Hetauda,2011,99606,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5,47.25
Maruti Ertiga ZDI,Bharatpur,2014,64000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,32.625
Ford Figo Diesel ZXI,Nepaljung,2013,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,14.4
Volkswagen Polo 1.2 MPI Highline,Bharatpur,2014,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,17.775
Audi A6 3.0 TDI quattro,Janakpur,2009,48040,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,54.315
Toyota Innova Crysta 2.4 ZX MT,Hetauda,2017,43200,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,83.7
Hyundai Verna 1.6 CRDi EX AT,Kathmandu,2013,66000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5,25.65
Hyundai Santro Xing GL Plus,Butwal,2013,31000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,7.875
Audi A4 2.0 TDI,Kathmandu,2011,46000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5,49.455
Audi A4 2.0 TDI,Butwal,2012,47346,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,65.25
Skoda Laura 1.9 TDI MT Ambiente,Birjung,2009,100000,Diesel,Manual,First,17.0 kmpl,1896 CC,105 bhp,5,13.995
Honda CR-V 2.0L 2WD AT,Janakpur,2015,63856,Petrol,Automatic,First,13.7 kmpl,1997 CC,153.86 bhp,5,62.82
Hyundai Verna 1.6 SX CRDi (O),Janakpur,2015,72996,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,31.995
Honda Mobilio RS i DTEC,Pokhara,2014,23000,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7,31.05
Hyundai i20 1.2 Asta Option,Janakpur,2018,15985,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,34.965
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Butwal,2011,98000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,24.75
Hyundai i20 Magna 1.2,Nepaljung,2014,70089,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,24.075
Mahindra Bolero VLX BS IV,Pokhara,2011,99000,Diesel,Manual,Second,13.6 kmpl,2523 CC,63 bhp,7,20.25
Volkswagen Vento 1.5 TDI Comfortline,Birjung,2014,72000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,21.375
Jaguar XF 2.2 Litre Luxury,Janakpur,2015,44194,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,147.6
Maruti Zen LXi - BS III,Bharatpur,2005,102000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,3.15
Mercedes-Benz E-Class Facelift,Janakpur,2018,56652,Diesel,Automatic,First,13.0 kmpl,2987 CC,258 bhp,5,226.305
Toyota Fortuner 3.0 Diesel,Bharatpur,2010,41650,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,49.455
Hyundai Grand i10 AT Asta,Janakpur,2015,61717,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,25.065
Hyundai Xcent 1.2 CRDi S,Birjung,2018,25302,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,26.55
Hyundai Creta 1.6 VTVT S,Janakpur,2016,47016,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,42.435
Hyundai i10 Sportz,Biratnagar,2010,69000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,13.05
Honda Brio S MT,Kathmandu,2016,32700,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,16.56
Toyota Fortuner 4x2 AT,Janakpur,2015,101337,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,97.515
Audi A4 2.0 TDI Multitronic,Itahari,2011,59000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5,56.25
Toyota Innova Crysta 2.8 ZX AT,Ratnanagar,2018,41736,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,89.64
Honda City i DTEC VX,Birjung,2014,71649,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,30.375
Honda City i DTEC VX,Ratnanagar,2015,80606,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,31.32
Renault KWID 1.0 RXT Optional,Birjung,2017,63262,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5,14.625
Maruti Swift DDiS ZDI Plus,Nepaljung,2018,5456,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,38.925
Maruti Celerio VXI Optional AMT,Hetauda,2017,7500,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,22.5
Mahindra XUV500 W8 2WD,Kathmandu,2011,66000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,24.75
Hyundai i10 Magna,Birjung,2010,66770,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,11.7
Hyundai i10 Magna 1.1,Ratnanagar,2014,58472,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,15.345
Maruti Dzire VXI,Butwal,2011,46687,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,12.15
Maruti Grand Vitara AT,Pokhara,2008,77000,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995 CC,163.5 bhp,5,24.75
Audi TT 40 TFSI,Butwal,2012,7000,Petrol,Automatic,First,14.33 kmpl,1984 CC,226.6 bhp,4,157.5
Mercedes-Benz New C-Class C 200 CGI,Bharatpur,2011,48000,Petrol,Automatic,Second,14.74 kmpl,1991 CC,184 bhp,5,43.875
Nissan Sunny 2011-2014 Diesel XV,Bharatpur,2013,47000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,19.125
Maruti Wagon R LXI,Itahari,2015,51530,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,14.4
Maruti Swift Dzire ZDI,Biratnagar,2014,25789,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5,30.825
Honda Amaze S i-Dtech,Kathmandu,2015,48000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,20.25
Maruti Swift ZDI,Kathmandu,2012,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,15.975
Hyundai Accent Executive CNG,Nepaljung,2010,95637,CNG,Manual,Second,13.2 km/kg,1495 CC,93.7 bhp,5,8.55
Mahindra Scorpio LX 2.6 Turbo,Nepaljung,2008,131000,Diesel,Manual,First,10.5 kmpl,2609 CC,120 bhp,7,16.2
Mercedes-Benz E-Class E250 CDI Avantgrade,Ratnanagar,2015,42076,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,98.1
Toyota Fortuner 4x2 Manual,Bharatpur,2012,76000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7,60.75
Datsun redi-GO T Option,Biratnagar,2016,20487,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5,11.97
Honda City V MT,Kathmandu,2010,43000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5,16.875
Toyota Camry Hybrid,Hetauda,2018,17000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,144
Honda City i DTec V,Janakpur,2016,60805,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,36.315
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Ratnanagar,2012,58775,Diesel,Manual,First,19.33 kmpl,1968 CC,138.1 bhp,5,25.38
Audi A6 2011-2015 2.0 TDI,Nepaljung,2013,70181,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,107.955
Maruti Ertiga VDI,Janakpur,2016,85827,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,33.75
Mercedes-Benz New C-Class C 220 CDI Style,Birjung,2016,58205,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,121.5
Maruti Swift Dzire Vdi BSIV,Bharatpur,2008,91000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,12.825
Renault Duster 110PS Diesel RxZ Pack,Hetauda,2012,74000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,28.575
Maruti Ritz VDi,Nepaljung,2010,79324,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,14.85
Maruti Swift Dzire VXI,Biratnagar,2013,38623,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,22.5
Maruti Swift ZDi,Janakpur,2014,59923,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,29.07
Hyundai EON Sportz,Birjung,2017,23360,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,16.875
Maruti Zen VXI BSII,Ratnanagar,2003,61495,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,6.84
Maruti Eeco 7 Seater Standard,Janakpur,2012,56661,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,16.245
Audi Q5 30 TDI quattro Premium,Janakpur,2017,40318,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,196.83
Audi Q3 2.0 TDI,Pokhara,2014,60000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,90
Smart Fortwo CDI AT,Hetauda,2008,103000,Diesel,Automatic,Second,0.0 kmpl,799 CC,null bhp,2,13.5
Maruti Swift Dzire VDi,Nepaljung,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,16.425
Tata Sumo DX,Bharatpur,2013,20000,Diesel,Manual,First,14.07 kmpl,1978 CC,83.1 bhp,10,23.625
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Nepaljung,2016,76000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,261
Honda City i-VTEC CVT VX,Bharatpur,2015,30000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,38.925
Tata Indigo eCS eLX BS IV,Kathmandu,2015,150000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,11.25
Volkswagen Vento TSI,Pokhara,2014,28000,Petrol,Automatic,First,16.93 kmpl,1197 CC,103.6 bhp,5,34.875
Maruti Celerio VXI,Biratnagar,2015,74000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,18.675
Toyota Fortuner 3.0 Diesel,Kathmandu,2011,75000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,48.825
Mitsubishi Outlander 2.4,Kathmandu,2010,76000,Petrol,Automatic,Second,11.3 kmpl,2360 CC,170 bhp,5,24.885
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Hetauda,2014,64889,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5,51.75
Porsche Cayman 2009-2012 S,Nepaljung,2010,10000,Petrol,Manual,First,9.0 kmpl,3436 CC,null bhp,2,180
Hyundai Creta 1.6 CRDi SX,Butwal,2015,43000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,41.625
Skoda Fabia 1.2 MPI Ambiente Petrol,Hetauda,2011,47490,Petrol,Manual,First,17.5 kmpl,1198 CC,75 bhp,5,10.305
Ford EcoSport 1.5 TDCi Titanium,Pokhara,2015,80000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,31.5
Maruti Zen Estilo 1.1 LXI BSIII,Biratnagar,2007,60000,Petrol,Manual,Second,18.2 kmpl,1061 CC,64 bhp,5,7.425
Maruti Ciaz 1.4 Delta,Itahari,2017,6006,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,37.125
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Ratnanagar,2011,71703,Petrol,Automatic,First,14.74 kmpl,1991 CC,181.03 bhp,5,41.13
Honda Amaze SX i-VTEC,Nepaljung,2016,33000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,29.25
Toyota Etios GD,Butwal,2012,60000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,13.275
Renault Duster 85PS Diesel RxL,Birjung,2015,91000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,25.875
Maruti Wagon R LXI LPG BSIV,Nepaljung,2012,72000,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,12.825
Volkswagen Polo Petrol Highline 1.2L,Butwal,2011,43000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,9.45
Hyundai Creta 1.6 SX Plus Diesel,Janakpur,2017,63770,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,60.975
Jaguar XF Diesel,Butwal,2012,43510,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,92.25
Jeep Compass 2.0 Limited 4X4,Bharatpur,2017,52000,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,90
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Ratnanagar,2018,31427,Diesel,Automatic,First,15.68 kmpl,1999 CC,177 bhp,5,268.74
Maruti Baleno Alpha Diesel,Butwal,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,29.25
Maruti Ciaz ZDi SHVS,Itahari,2016,56000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,33.75
Maruti SX4 Vxi BSIII,Birjung,2007,76000,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5,9.675
Hyundai Elantra CRDi SX,Janakpur,2015,53615,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5,37.98
Mitsubishi Pajero Sport 4X4,Biratnagar,2013,132000,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7,56.205
Volkswagen Ameo 1.2 MPI Comfortline,Hetauda,2017,14800,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,24.66
Maruti Ritz VXi,Nepaljung,2013,35433,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,18.9
Hyundai Verna CRDi SX,Nepaljung,2013,82966,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,32.4
Maruti Swift Dzire Tour LDI,Birjung,2014,96000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,21.6
Mahindra KUV 100 mFALCON D75 K6,Ratnanagar,2017,39528,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,26.235
Toyota Innova Crysta 2.4 ZX MT,Janakpur,2018,92056,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,82.755
Maruti Baleno Delta 1.2,Hetauda,2016,14930,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,26.325
Honda Jazz VX Diesel,Bharatpur,2016,38000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,27.945
Hyundai i20 1.2 Asta,Kathmandu,2013,71000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,16.425
Hyundai i20 Sportz Diesel,Kathmandu,2012,71000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,16.65
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Hetauda,2015,50000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,135
Hyundai Xcent 1.2 Kappa Base,Ratnanagar,2016,48163,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,21.825
Hyundai Grand i10 AT Asta,Janakpur,2017,19168,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,31.185
Maruti Alto 800 VXI,Butwal,2016,26000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,11.7
Chevrolet Sail Hatchback 1.2 LS,Butwal,2014,37400,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5,8.505
Mercedes-Benz C-Class Progressive C 220d,Bharatpur,2018,8682,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,5,177.75
Skoda Superb Elegance 1.8 TSI AT,Bharatpur,2012,95000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,45
Audi A4 2.0 TDI,Butwal,2009,34000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,44.775
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Bharatpur,2014,95000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,42.525
Mercedes-Benz CLA 200 CDI Sport,Janakpur,2017,13689,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,127.125
Hyundai i10 Era,Birjung,2008,84000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,8.1
Maruti Swift Dzire VXi,Butwal,2008,47000,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,6.3
Skoda Rapid 1.5 TDI AT Ambition,Itahari,2015,60001,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5,32.625
Maruti Ritz VDi,Nepaljung,2012,96000,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,16.2
Hyundai Accent GLS 1.6,Birjung,2004,47300,Petrol,Manual,Second,14.4 kmpl,1599 CC,94 bhp,5,5.4
Honda Amaze SX i-VTEC,Janakpur,2014,28246,Petrol,Manual,Second,17.8 kmpl,1198 CC,86.7 bhp,5,22.23
Maruti Wagon R LXI,Kathmandu,2007,65000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,5.625
Volkswagen Polo Diesel Comfortline 1.2L,Pokhara,2013,68000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5,21.6
Ford Endeavour 2.2 Trend AT 4X2,Ratnanagar,2019,11209,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7,140.175
Hyundai i20 1.2 Sportz,Hetauda,2011,41980,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,14.85
Chevrolet Beat Diesel PS,Biratnagar,2012,65000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,10.8
Honda Civic 2010-2013 1.8 V MT,Butwal,2010,38000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5,9
Maruti Wagon R VXI BS IV,Hetauda,2014,51000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,13.95
Skoda Rapid 1.6 MPI Ambition Plus,Ratnanagar,2014,33855,Petrol,Manual,First,15.0 kmpl,1598 CC,103.6 bhp,5,22.905
Maruti Baleno Vxi - BSIII,Hetauda,2006,146000,Petrol,Manual,Second,15.4 kmpl,1590 CC,94 bhp,5,4.725
Ford EcoSport 1.5 TDCi Titanium,Biratnagar,2015,47037,Diesel,Manual,Second,22.77 kmpl,1498 CC,98.59 bhp,5,31.5
Hyundai Accent GLE,Itahari,2010,58000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5,11.25
BMW 5 Series 520d Luxury Line,Bharatpur,2012,61240,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,78.75
Maruti Alto K10 2010-2014 VXI,Pokhara,2011,91211,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,9.45
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Biratnagar,2013,84000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,79.875
Maruti Wagon R LXI DUO BSIII,Bharatpur,2008,64226,LPG,Manual,First,17.3 km/kg,1061 CC,57.5 bhp,5,6.525
Toyota Corolla H4,Biratnagar,2005,67000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,11.025
Volvo XC60 D5,Hetauda,2011,106976,Diesel,Automatic,First,13.5 kmpl,2400 CC,215 bhp,5,62.1
Honda Jazz 1.5 VX i DTEC,Butwal,2016,27210,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,26.325
Maruti Ciaz 1.3 Alpha,Kathmandu,2017,26322,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,40.05
Maruti Swift VXI BSIV,Bharatpur,2016,9107,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,23.175
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Ratnanagar,2015,63983,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,74.52
Maruti Wagon R VXI Minor,Pokhara,2010,134000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,5,7.425
Mercedes-Benz A Class A180 Sport,Hetauda,2015,11000,Petrol,Automatic,First,15.5 kmpl,1595 CC,120.7 bhp,5,72
Hyundai Santro Xing GL,Hetauda,2008,93000,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,6.525
Maruti Swift Dzire AMT ZDI,Janakpur,2017,24852,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,36.36
Hyundai Grand i10 AT Asta,Hetauda,2014,37632,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,20.25
Nissan Sunny 2011-2014 XV Special Edition,Pokhara,2013,55000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5,19.35
Maruti A-Star Lxi,Nepaljung,2010,81448,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,11.7
Renault KWID RXT Optional,Nepaljung,2018,1900,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,20.025
Hyundai Verna 1.6 SX VTVT (O) AT,Janakpur,2012,54957,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5,24.165
Maruti Wagon R LXI Minor,Pokhara,2008,55000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,5,7.875
BMW 3 Series 320d Sport Line,Butwal,2013,21983,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,74.25
BMW 5 Series 2003-2012 520d,Kathmandu,2013,76000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,85.5
Tata Indigo CS eVX,Birjung,2016,65000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,12.6
Hyundai i20 Sportz 1.4 CRDi,Nepaljung,2015,26000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,27.9
Maruti Omni E MPI STD BS IV,Ratnanagar,2019,11571,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,17.1
Maruti Swift ZDi,Nepaljung,2014,81000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,27.45
Ford Ecosport Signature Edition Diesel,Janakpur,2019,23154,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,52.425
Honda Brio VX AT,Bharatpur,2014,26856,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,18.675
Toyota Innova Crysta 2.4 GX MT,Pokhara,2017,67489,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,74.25
Mahindra Scorpio 2.6 LX,Biratnagar,2008,176000,Diesel,Manual,Second,10.5 kmpl,2179 CC,120 bhp,8,19.35
Hyundai i20 1.2 Magna,Butwal,2010,18000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,10.125
Hyundai Verna 1.6 SX,Itahari,2014,63003,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,30.375
Mahindra XUV500 W6 2WD,Pokhara,2014,80000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,42.3
Volkswagen Vento 1.5 TDI Comfortline,Janakpur,2014,56658,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5,24.255
Maruti Swift Dzire VDI Optional,Ratnanagar,2019,18592,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,38.295
Tata Manza Aura Safire BS IV,Hetauda,2010,75695,Petrol,Manual,First,13.7 kmpl,1368 CC,88.8 bhp,5,8.325
Maruti Swift VDI,Butwal,2012,82000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,11.25
Volkswagen Polo Diesel Highline 1.2L,Pokhara,2013,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,21.375
Honda City 1.5 V MT,Hetauda,2009,138000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,15.75
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Biratnagar,2014,67000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,24.75
Honda City 1.5 V MT,Janakpur,2012,42750,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,28.485
Chevrolet Beat Diesel,Ratnanagar,2014,52398,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,11.115
